iter	Passed	Remaining
451	1060	3163
452	1062	3159
453	1064	3155
454	1066	3153
455	1068	3150
456	1070	3146
457	1072	3143
458	1074	3139
459	1076	3135
460	1078	3131
461	1080	3129
462	1083	3127
463	1085	3124
464	1087	3123
465	1089	3120
466	1092	3117
467	1094	3115
468	1096	3111
469	1098	3108
470	1101	3106
471	1103	3103
472	1104	3099
473	1107	3098
474	1109	3093
475	1110	3090
476	1112	3086
477	1115	3083
478	1116	3079
479	1118	3075
480	1120	3072
481	1122	3068
482	1124	3065
483	1125	3061
484	1128	3058
485	1130	3055
486	1131	3051
487	1133	3047
488	1135	3044
489	1137	3040
490	1139	3036
491	1141	3034
492	1143	3030
493	1145	3027
494	1146	3023
495	1149	3020
496	1150	3017
497	1152	3013
498	1154	3010
499	1156	3007
500	1158	3003
501	1160	3000
502	1162	2997
503	1164	2993
504	1165	2989
505	1167	2986
506	1170	2984
507	1171	2980
508	1173	2976
509	1175	2973
510	1177	2969
511	1179	2966
512	1181	2963
513	1183	2959
514	1184	2956
515	1186	2952
516	1188	2950
517	1190	2946
518	1192	2943
519	1194	2940
520	1196	2937
521	1198	2934
522	1200	2931
523	1202	2928
524	1204	2924
525	1205	2920
526	1208	2918
527	1210	2915
528	1212	2913
529	1214	2910
530	1216	2907
531	1218	2904
532	1220	2901
533	1222	2899
534	1224	2895
535	1226	2891
536	1228	2888
537	1230	2885
538	1231	2882
539	1233	2878
540	1235	2875
541	1237	2871
542	1239	2869
543	1241	2866
544	1243	2863
545	1245	2860
546	1247	2856
547	1249	2853
548	1250	2849
549	1252	2846
550	1254	2843
551	1256	2840
552	1258	2836
553	1259	2833
554	1261	2830
555	1263	2827
556	1265	2824
557	1268	2822
558	1270	2819
559	1271	2816
560	1273	2813
561	1276	2810
562	1277	2807
563	1279	2804
564	1281	2801
565	1283	2798
566	1285	2795
567	1287	2792
568	1289	2790
569	1291	2787
570	1293	2783
571	1295	2780
572	1297	2777
573	1298	2774
574	1300	2771
575	1302	2767
576	1304	2764
577	1306	2761
578	1307	2758
579	1310	2756
580	1311	2752
581	1313	2749
582	1316	2747
583	1318	2744
584	1319	2741
585	1321	2737
586	1323	2734
587	1324	2730
588	1326	2727
589	1328	2724
590	1330	2722
591	1332	2718
592	1334	2715
593	1336	2713
594	1338	2709
595	1339	2706
596	1341	2703
597	1344	2702
598	1346	2699
599	1347	2695
600	1350	2693
601	1351	2690
602	1354	2688
603	1356	2685
604	1357	2682
605	1359	2679
606	1361	2676
607	1363	2673
608	1365	2670
609	1367	2667
610	1369	2665
611	1371	2663
612	1374	2660
613	1376	2657
614	1378	2655
615	1379	2652
616	1381	2649
617	1383	2647
618	1385	2643
619	1387	2640
620	1389	2637
621	1391	2634
622	1392	2631
623	1394	2628
624	1397	2626
625	1398	2623
626	1400	2620
627	1402	2617
628	1404	2614
629	1406	2611
630	1408	2608
631	1410	2606
632	1412	2603
633	1413	2600
634	1415	2597
635	1418	2595
636	1419	2592
637	1421	2588
638	1423	2585
639	1425	2582
640	1427	2580
641	1428	2577
642	1430	2574
643	1432	2571
644	1434	2568
645	1436	2565
646	1438	2563
647	1440	2560
648	1441	2557
649	1443	2554
650	1445	2551
651	1447	2548
652	1448	2545
653	1451	2543
654	1452	2539
655	1454	2537
656	1456	2534
657	1458	2532
658	1461	2529
659	1462	2526
660	1465	2524
661	1466	2521
662	1468	2517
663	1470	2515
664	1472	2513
665	1474	2510
666	1476	2507
667	1478	2505
668	1480	2502
669	1481	2499
670	1483	2496
671	1485	2493
672	1487	2490
673	1489	2488
674	1491	2485
675	1492	2482
676	1494	2479
677	1496	2476
678	1498	2474
679	1500	2471
680	1501	2468
681	1503	2465
682	1505	2462
683	1507	2459
684	1509	2456
685	1511	2454
686	1513	2451
687	1515	2449
688	1516	2446
689	1519	2443
690	1520	2441
691	1522	2438
692	1524	2435
693	1526	2432
694	1528	2430
695	1530	2427
696	1532	2425
697	1534	2422
698	1535	2419
699	1537	2416
700	1539	2413
701	1541	2410
702	1543	2407
703	1544	2404
704	1546	2402
705	1548	2399
706	1550	2396
707	1552	2394
708	1553	2391
709	1555	2388
710	1557	2386
711	1559	2383
712	1561	2380
713	1562	2377
714	1564	2374
715	1567	2372
716	1569	2369
717	1570	2367
718	1572	2364
719	1574	2361
720	1576	2358
721	1578	2356
722	1580	2353
723	1581	2350
724	1583	2347
725	1585	2345
726	1587	2342
727	1588	2339
728	1590	2337
729	1593	2335
730	1595	2332
731	1596	2329
732	1598	2327
733	1600	2324
734	1601	2321
735	1603	2318
736	1605	2315
737	1607	2313
738	1609	2310
739	1610	2307
740	1613	2305
741	1615	2303
742	1617	2300
743	1619	2298
744	1620	2295
745	1622	2292
746	1624	2290
747	1626	2287
748	1628	2284
749	1630	2282
750	1631	2279
751	1633	2276
752	1635	2274
753	1637	2271
754	1639	2269
755	1641	2266
756	1642	2263
757	1645	2261
758	1646	2258
759	1648	2256
760	1650	2253
761	1652	2250
762	1654	2248
763	1655	2244
764	1657	2241
765	1659	2239
766	1660	2236
767	1662	2234
768	1664	2231
769	1666	2229
770	1668	2227
771	1671	2225
772	1673	2222
773	1674	2220
774	1676	2217
775	1678	2214
776	1680	2212
777	1682	2209
778	1683	2207
779	1685	2204
780	1687	2202
781	1689	2199
782	1691	2196
783	1692	2193
784	1694	2191
785	1696	2188
786	1698	2185
787	1700	2183
788	1701	2180
789	1703	2178
790	1705	2175
791	1707	2173
792	1709	2170
793	1710	2167
794	1712	2165
795	1714	2162
796	1716	2160
797	1718	2157
798	1720	2154
799	1721	2152
800	1723	2149
801	1725	2147
802	1727	2144
803	1729	2142
804	1731	2139
805	1733	2137
806	1735	2135
807	1736	2132
808	1738	2129
809	1740	2127
810	1742	2125
811	1744	2122
812	1746	2119
813	1748	2117
814	1749	2114
815	1751	2112
816	1753	2109
817	1755	2107
818	1757	2104
819	1758	2101
820	1760	2099
821	1763	2097
822	1764	2095
823	1766	2092
824	1768	2090
825	1770	2087
826	1771	2084
827	1774	2083
828	1776	2080
829	1777	2077
830	1779	2075
831	1781	2073
832	1783	2070
833	1785	2067
834	1787	2065
835	1788	2062
836	1790	2060
837	1792	2057
838	1794	2055
839	1795	2052
840	1797	2049
841	1799	2047
842	1801	2045
843	1803	2042
844	1805	2040
845	1806	2037
846	1808	2035
847	1810	2032
848	1812	2030
849	1814	2027
850	1816	2025
851	1818	2023
852	1820	2020
853	1822	2018
854	1823	2015
855	1825	2013
856	1827	2011
857	1829	2008
858	1831	2006
859	1833	2003
860	1835	2001
861	1836	1998
862	1838	1996
863	1840	1993
864	1842	1991
865	1844	1989
866	1846	1986
867	1848	1984
868	1850	1982
869	1851	1979
870	1853	1977
871	1855	1974
872	1857	1972
873	1859	1969
874	1861	1967
875	1862	1965
876	1864	1962
877	1866	1959
878	1868	1957
879	1870	1955
880	1871	1952
881	1873	1950
882	1875	1947
883	1877	1945
884	1879	1942
885	1881	1940
886	1883	1938
887	1884	1935
888	1886	1933
889	1889	1931
890	1890	1928
891	1892	1926
892	1894	1924
893	1896	1921
894	1898	1919
895	1899	1916
896	1901	1914
897	1903	1912
898	1905	1909
899	1907	1907
900	1909	1904
901	1910	1902
902	1912	1899
903	1914	1897
904	1916	1895
905	1918	1892
906	1919	1890
907	1921	1887
908	1923	1885
909	1925	1883
910	1927	1880
911	1929	1878
912	1931	1876
913	1933	1873
914	1934	1871
915	1936	1869
916	1938	1866
917	1940	1864
918	1942	1861
919	1943	1859
920	1945	1856
921	1947	1854
922	1949	1852
923	1950	1849
924	1952	1847
925	1954	1844
926	1957	1843
927	1958	1840
928	1960	1838
929	1962	1835
930	1964	1833
931	1966	1831
932	1968	1829
933	1970	1827
934	1972	1824
935	1974	1822
936	1976	1820
937	1978	1817
938	1979	1815
939	1981	1812
940	1983	1810
941	1985	1808
942	1986	1805
943	1988	1803
944	1990	1801
945	1992	1798
946	1994	1796
947	1996	1794
948	1998	1791
949	2000	1789
950	2001	1786
951	2003	1784
952	2005	1782
953	2007	1780
954	2009	1777
955	2011	1775
956	2013	1773
957	2014	1770
958	2016	1768
959	2018	1766
960	2020	1764
961	2022	1761
962	2023	1759
963	2026	1757
964	2027	1754
965	2029	1752
966	2031	1750
967	2033	1747
968	2035	1745
969	2037	1743
970	2038	1740
971	2040	1738
972	2042	1735
973	2044	1733
974	2046	1731
975	2047	1728
976	2049	1726
977	2051	1723
978	2052	1721
979	2055	1719
980	2056	1717
981	2059	1715
982	2060	1712
983	2062	1710
984	2065	1708
985	2067	1706
986	2069	1704
987	2071	1702
988	2073	1700
989	2075	1698
990	2077	1696
991	2079	1693
992	2081	1691
993	2083	1689
994	2085	1687
995	2087	1685
996	2089	1682
997	2091	1680
998	2093	1678
999	2094	1675
1000	2096	1673
1001	2098	1671
1002	2100	1668
1003	2102	1666
1004	2103	1664
1005	2105	1661
1006	2107	1659
1007	2109	1657
1008	2111	1654
1009	2113	1652
1010	2114	1650
1011	2116	1647
1012	2118	1645
1013	2120	1643
1014	2121	1641
1015	2123	1638
1016	2125	1636
1017	2127	1634
1018	2128	1631
1019	2130	1629
1020	2132	1627
1021	2134	1624
1022	2136	1622
1023	2138	1620
1024	2140	1618
1025	2141	1615
1026	2143	1613
1027	2145	1611
1028	2146	1608
1029	2149	1606
1030	2151	1604
1031	2152	1602
1032	2154	1599
1033	2156	1597
1034	2158	1595
1035	2160	1593
1036	2162	1591
1037	2164	1588
1038	2166	1586
1039	2167	1584
1040	2169	1582
1041	2171	1579
1042	2173	1577
1043	2175	1575
1044	2176	1572
1045	2178	1570
1046	2180	1568
1047	2182	1565
1048	2183	1563
1049	2185	1561
1050	2187	1559
1051	2189	1556
1052	2191	1554
1053	2192	1552
1054	2194	1549
1055	2196	1547
1056	2197	1544
1057	2199	1542
1058	2201	1540
1059	2203	1538
1060	2204	1535
1061	2206	1533
1062	2208	1531
1063	2210	1528
1064	2212	1526
1065	2213	1524
1066	2215	1522
1067	2217	1519
1068	2219	1517
1069	2221	1515
1070	2223	1513
1071	2224	1510
1072	2226	1508
1073	2228	1506
1074	2230	1504
1075	2232	1501
1076	2233	1499
1077	2235	1497
1078	2237	1495
1079	2239	1492
1080	2241	1490
1081	2242	1488
1082	2244	1485
1083	2246	1483
1084	2248	1481
1085	2250	1479
1086	2251	1477
1087	2254	1475
1088	2256	1472
1089	2257	1470
1090	2259	1468
1091	2261	1466
1092	2263	1463
1093	2265	1461
1094	2267	1459
1095	2268	1457
1096	2270	1454
1097	2271	1452
1098	2273	1450
1099	2275	1448
1100	2277	1446
1101	2279	1443
1102	2281	1441
1103	2282	1439
1104	2284	1436
1105	2286	1434
1106	2288	1432
1107	2290	1430
1108	2291	1428
1109	2293	1425
1110	2295	1423
1111	2297	1421
1112	2299	1419
1113	2300	1416
1114	2302	1414
1115	2304	1412
1116	2306	1410
1117	2308	1408
1118	2309	1405
1119	2311	1403
1120	2313	1401
1121	2315	1399
1122	2317	1397
1123	2319	1394
1124	2321	1392
1125	2322	1390
1126	2324	1388
1127	2326	1385
1128	2328	1383
1129	2330	1381
1130	2331	1379
1131	2333	1377
1132	2335	1375
1133	2337	1372
1134	2339	1370
1135	2341	1368
1136	2343	1366
1137	2345	1364
1138	2347	1362
1139	2348	1359
1140	2350	1357
1141	2352	1355
1142	2354	1353
1143	2356	1351
1144	2358	1349
1145	2360	1346
1146	2362	1344
1147	2363	1342
1148	2365	1340
1149	2367	1338
1150	2369	1336
1151	2371	1333
1152	2373	1331
1153	2375	1329
1154	2377	1327
1155	2378	1325
1156	2380	1323
1157	2382	1320
1158	2384	1318
1159	2385	1316
1160	2387	1314
1161	2389	1311
1162	2391	1309
1163	2393	1307
1164	2394	1305
1165	2396	1303
1166	2398	1300
1167	2399	1298
1168	2401	1296
1169	2403	1294
1170	2405	1292
1171	2407	1289
1172	2408	1287
1173	2410	1285
1174	2412	1283
1175	2414	1280
1176	2416	1278
1177	2417	1276
1178	2419	1274
1179	2420	1271
1180	2422	1269
1181	2424	1267
1182	2426	1265
1183	2428	1263
1184	2429	1261
1185	2431	1259
1186	2433	1256
1187	2435	1254
1188	2437	1252
1189	2438	1250
1190	2440	1248
1191	2443	1246
1192	2444	1243
1193	2446	1241
1194	2448	1239
1195	2450	1237
1196	2452	1235
1197	2454	1233
1198	2456	1231
1199	2458	1229
1200	2460	1226
1201	2462	1225
1202	2464	1222
1203	2466	1220
1204	2467	1218
1205	2469	1216
1206	2471	1214
1207	2472	1211
1208	2474	1209
1209	2476	1207
1210	2478	1205
1211	2480	1203
1212	2482	1201
1213	2484	1199
1214	2485	1196
1215	2487	1194
1216	2489	1192
1217	2491	1190
1218	2493	1188
1219	2495	1186
1220	2496	1184
1221	2498	1181
1222	2500	1179
1223	2502	1177
1224	2504	1175
1225	2505	1173
1226	2507	1170
1227	2509	1168
1228	2511	1166
1229	2512	1164
1230	2514	1162
1231	2516	1160
1232	2518	1157
1233	2519	1155
1234	2521	1153
1235	2523	1151
1236	2525	1149
1237	2526	1147
1238	2529	1145
1239	2531	1143
1240	2532	1140
1241	2534	1138
1242	2536	1136
1243	2538	1134
1244	2540	1132
1245	2542	1130
1246	2544	1128
1247	2545	1125
1248	2547	1123
1249	2549	1121
1250	2551	1119
1251	2552	1117
1252	2554	1115
1253	2556	1112
1254	2557	1110
1255	2559	1108
1256	2561	1106
1257	2563	1104
1258	2565	1102
1259	2567	1100
1260	2569	1098
1261	2571	1096
1262	2573	1094
1263	2575	1091
1264	2577	1089
1265	2579	1087
1266	2580	1085
1267	2582	1083
1268	2584	1081
1269	2586	1079
1270	2588	1077
1271	2590	1075
1272	2592	1073
1273	2594	1071
1274	2595	1068
1275	2597	1066
1276	2599	1064
1277	2601	1062
1278	2603	1060
1279	2605	1058
1280	2606	1056
1281	2608	1054
1282	2610	1052
1283	2612	1049
1284	2614	1047
1285	2615	1045
1286	2617	1043
1287	2619	1041
1288	2621	1039
1289	2623	1037
1290	2625	1035
1291	2626	1032
1292	2628	1030
1293	2630	1028
1294	2632	1026
1295	2634	1024
1296	2635	1022
1297	2637	1020
1298	2639	1018
1299	2641	1015
1300	2643	1013
1301	2645	1011
1302	2647	1009
1303	2649	1007
1304	2651	1005
1305	2653	1003
1306	2655	1001
1307	2657	999
1308	2660	997
1309	2661	995
1310	2663	993
1311	2665	991
1312	2667	989
1313	2668	987
1314	2670	985
1315	2672	983
1316	2674	980
1317	2676	978
1318	2678	976
1319	2680	974
1320	2681	972
1321	2683	970
1322	2685	968
1323	2687	966
1324	2689	963
1325	2690	961
1326	2692	959
1327	2694	957
1328	2696	955
1329	2698	953
1330	2700	951
1331	2701	949
1332	2703	947
1333	2705	945
1334	2707	943
1335	2709	941
1336	2711	938
1337	2713	937
1338	2715	934
1339	2717	932
1340	2719	930
1341	2721	928
1342	2723	926
1343	2724	924
1344	2726	922
1345	2728	920
1346	2730	918
1347	2731	916
1348	2734	914
1349	2736	912
1350	2737	909
1351	2739	907
1352	2741	905
1353	2743	903
1354	2745	901
1355	2747	899
1356	2749	897
1357	2751	895
1358	2753	893
1359	2755	891
1360	2757	889
1361	2759	887
1362	2760	885
1363	2762	883
1364	2764	880
1365	2766	879
1366	2768	876
1367	2770	874
1368	2772	872
1369	2774	870
1370	2775	868
1371	2777	866
1372	2779	864
1373	2781	862
1374	2782	860
1375	2784	858
1376	2786	855
1377	2788	853
1378	2790	851
1379	2792	849
1380	2794	847
1381	2795	845
1382	2797	843
1383	2799	841
1384	2801	839
1385	2803	837
1386	2805	835
1387	2807	833
1388	2809	831
1389	2810	829
1390	2812	827
1391	2814	824
1392	2816	822
1393	2818	820
1394	2820	818
1395	2822	816
1396	2824	814
1397	2825	812
1398	2827	810
1399	2829	808
1400	2831	806
1401	2833	804
1402	2834	802
1403	2836	800
1404	2838	797
1405	2840	795
1406	2842	793
1407	2843	791
1408	2845	789
1409	2848	787
1410	2849	785
1411	2851	783
1412	2854	781
1413	2856	779
1414	2858	777
1415	2860	775
1416	2862	773
1417	2864	771
1418	2866	769
1419	2868	767
1420	2870	765
1421	2872	763
1422	2874	761
1423	2875	759
1424	2877	757
1425	2879	755
1426	2881	753
1427	2882	751
1428	2884	748
1429	2886	746
1430	2888	744
1431	2890	742
1432	2892	740
1433	2894	738
1434	2896	736
1435	2898	734
1436	2900	732
1437	2902	730
1438	2904	728
1439	2906	726
1440	2908	724
1441	2910	722
1442	2911	720
1443	2913	718
1444	2915	716
1445	2917	714
1446	2919	712
1447	2921	710
1448	2923	708
1449	2924	705
1450	2926	703
1451	2928	701
1452	2930	699
1453	2932	697
1454	2934	695
1455	2935	693
1456	2937	691
1457	2939	689
1458	2941	687
1459	2943	685
1460	2945	683
1461	2947	681
1462	2949	679
1463	2950	677
1464	2952	675
1465	2954	673
1466	2956	671
1467	2959	669
1468	2960	667
1469	2962	665
1470	2964	663
1471	2966	661
1472	2968	659
1473	2970	656
1474	2972	654
1475	2974	652
1476	2976	650
1477	2978	648
1478	2979	646
1479	2981	644
1480	2983	642
1481	2984	640
1482	2986	638
1483	2988	636
1484	2990	634
1485	2991	632
1486	2993	630
1487	2995	628
1488	2997	626
1489	2999	624
1490	3001	622
1491	3003	619
1492	3005	617
1493	3007	615
1494	3009	613
1495	3010	611
1496	3012	609
1497	3014	607
1498	3016	605
1499	3018	603
1500	3019	601
1501	3021	599
1502	3023	597
1503	3025	595
1504	3027	593
1505	3028	591
1506	3030	589
1507	3032	587
1508	3034	585
1509	3036	583
1510	3038	581
1511	3039	578
1512	3041	576
1513	3043	574
1514	3045	572
1515	3047	570
1516	3049	568
1517	3052	567
1518	3054	564
1519	3056	563
1520	3058	561
1521	3060	558
1522	3062	556
1523	3064	555
1524	3066	553
1525	3068	550
1526	3070	548
1527	3072	546
1528	3074	544
1529	3076	542
1530	3078	540
1531	3079	538
1532	3081	536
1533	3083	534
1534	3085	532
1535	3087	530
1536	3088	528
1537	3090	526
1538	3092	524
1539	3094	522
1540	3095	520
1541	3097	518
1542	3099	516
1543	3101	514
1544	3103	512
1545	3104	510
1546	3106	508
1547	3108	505
1548	3110	503
1549	3111	501
1550	3113	499
1551	3115	497
1552	3117	495
1553	3118	493
1554	3120	491
1555	3122	489
1556	3124	487
1557	3125	485
1558	3127	483
1559	3129	481
1560	3131	479
1561	3133	477
1562	3135	475
1563	3137	473
1564	3139	471
1565	3141	469
1566	3143	467
1567	3145	465
1568	3146	463
1569	3148	461
1570	3151	459
1571	3153	457
1572	3155	455
1573	3157	453
1574	3159	451
1575	3161	449
1576	3163	447
1577	3165	445
1578	3166	443
1579	3168	441
1580	3170	439
1581	3172	437
1582	3174	435
1583	3175	433
1584	3177	431
1585	3179	429
1586	3181	426
1587	3182	424
1588	3184	422
1589	3186	420
1590	3188	418
1591	3190	416
1592	3192	414
1593	3193	412
1594	3195	410
1595	3197	408
1596	3199	406
1597	3201	404
1598	3202	402
1599	3204	400
1600	3206	398
1601	3208	396
1602	3210	394
1603	3212	392
1604	3213	390
1605	3215	388
1606	3217	386
1607	3219	384
1608	3221	382
1609	3223	380
1610	3225	378
1611	3227	376
1612	3228	374
1613	3230	372
1614	3232	370
1615	3233	368
1616	3235	366
1617	3237	364
1618	3239	362
1619	3241	360
1620	3242	358
1621	3244	356
1622	3246	354
1623	3248	352
1624	3250	350
1625	3252	348
1626	3254	346
1627	3256	344
1628	3258	342
1629	3260	340
1630	3261	337
1631	3263	335
1632	3265	333
1633	3267	331
1634	3269	329
1635	3270	327
1636	3273	325
1637	3274	323
1638	3276	321
1639	3278	319
1640	3279	317
1641	3281	315
1642	3283	313
1643	3285	311
1644	3287	309
1645	3288	307
1646	3290	305
1647	3292	303
1648	3294	301
1649	3296	299
1650	3297	297
1651	3299	295
1652	3300	293
1653	3302	291
1654	3303	289
1655	3306	287
1656	3307	285
1657	3308	283
1658	3310	281
1659	3312	279
1660	3314	277
1661	3316	275
1662	3317	273
1663	3320	271
1664	3321	269
1665	3323	267
1666	3325	265
1667	3327	263
1668	3328	261
1669	3330	259
1670	3332	257
1671	3334	255
1672	3336	253
1673	3338	251
1674	3340	249
1675	3341	247
1676	3343	245
1677	3345	243
1678	3347	241
1679	3349	239
1680	3351	237
1681	3353	235
1682	3355	233
1683	3357	231
1684	3359	229
1685	3361	227
1686	3363	225
1687	3364	223
1688	3366	221
1689	3368	219
1690	3370	217
1691	3371	215
1692	3373	213
1693	3375	211
1694	3377	209
1695	3379	207
1696	3380	205
1697	3382	203
1698	3384	201
1699	3386	199
1700	3388	197
1701	3389	195
1702	3391	193
1703	3393	191
1704	3395	189
1705	3397	187
1706	3398	185
1707	3400	183
1708	3402	181
1709	3404	179
1710	3405	177
1711	3407	175
1712	3409	173
1713	3410	171
1714	3412	169
1715	3415	167
1716	3416	165
1717	3418	163
1718	3420	161
1719	3422	159
1720	3424	157
1721	3425	155
1722	3427	153
1723	3429	151
1724	3431	149
1725	3433	147
1726	3435	145
1727	3437	143
1728	3439	141
1729	3441	139
1730	3443	137
1731	3444	135
1732	3446	133
1733	3448	131
1734	3450	129
1735	3452	127
1736	3454	125
1737	3456	123
1738	3458	121
1739	3460	119
1740	3462	117
1741	3464	115
1742	3465	113
1743	3467	111
1744	3469	109
1745	3471	107
1746	3473	105
1747	3475	103
1748	3476	101
1749	3478	99
1750	3480	97
1751	3482	95
1752	3484	93
1753	3486	91
1754	3488	89
1755	3489	87
1756	3491	85
1757	3493	83
1758	3495	81
