iter	Logloss
184	0.4227894374
185	0.4226600801
186	0.4225210134
187	0.4224043647
188	0.422376114
189	0.4221534506
190	0.422024298
191	0.4217386318
192	0.4216583338
193	0.4214543306
194	0.4214479708
195	0.4214157433
196	0.4212174828
197	0.4212129656
198	0.4211095621
199	0.4210702663
200	0.4210680513
201	0.4208911474
202	0.4207386031
203	0.4207356351
204	0.4206958233
205	0.4206577249
206	0.4206517899
207	0.4205371535
208	0.4204720507
209	0.4204218319
210	0.4202952393
211	0.4201216854
212	0.4201108241
213	0.4199682437
214	0.4199047506
215	0.4195561118
216	0.4194747059
217	0.419357187
218	0.4192831069
219	0.4191529898
220	0.4190481323
221	0.418983935
222	0.4189706279
223	0.4189603019
224	0.4188376568
225	0.4188359772
226	0.4188003895
227	0.4186353897
228	0.418600539
229	0.4185705687
230	0.4185677654
231	0.4184453883
232	0.4183239716
233	0.4182052144
234	0.4181463504
235	0.4180558718
236	0.4180357954
237	0.417934045
238	0.4179029699
239	0.4178946457
240	0.4177809372
241	0.4177028408
242	0.4176677464
243	0.4176629116
244	0.417637206
245	0.417607627
246	0.41755814
247	0.4174958741
248	0.4173533405
249	0.4173122635
250	0.4172311429
251	0.4171589932
252	0.4171559574
253	0.417151249
254	0.4171442044
255	0.4170831748
256	0.4169507137
257	0.4167671185
258	0.4166643804
259	0.4166639667
260	0.416593776
261	0.4165719423
262	0.4165294058
263	0.4165260727
264	0.4164574896
265	0.4164043185
266	0.4163219621
267	0.4161971861
268	0.4160300048
269	0.416022028
270	0.4159934072
271	0.4159880576
272	0.4159523257
273	0.4159068409
274	0.4158847056
275	0.4158538187
276	0.415530343
277	0.4154605671
278	0.4154500453
279	0.4154481478
280	0.4154448535
281	0.4153969835
282	0.415377935
283	0.4153493126
284	0.4152964808
285	0.4152081905
286	0.4152065048
287	0.415103741
288	0.4150442593
289	0.4150419618
290	0.4149953785
291	0.4149384541
292	0.414936763
293	0.4149109192
294	0.4149083602
295	0.4148135961
296	0.4147922558
297	0.41470148
298	0.4146699905
299	0.4146136803
300	0.4146108186
301	0.4145788259
302	0.4144557426
303	0.41430243
304	0.4142875085
305	0.4142625574
306	0.4142033372
307	0.414025483
308	0.413977491
309	0.4139288801
310	0.4138262671
311	0.4137450681
312	0.4136519766
313	0.4136511986
314	0.4136154546
315	0.4136144271
316	0.4135278401
317	0.4134740284
318	0.4133813334
319	0.4133792586
320	0.4133323685
321	0.413329824
322	0.4133067878
323	0.4133004227
324	0.4132994258
325	0.4132973449
326	0.4132134929
327	0.4132001318
328	0.4130994289
329	0.4130760164
330	0.4130510601
331	0.4130333282
332	0.413032393
333	0.4130051887
334	0.4130024805
335	0.4129537491
336	0.4129509731
337	0.412879551
338	0.4128765601
339	0.4128457834
340	0.4126885128
341	0.4126574438
342	0.4126545851
343	0.412630717
344	0.4125807848
345	0.4125152753
346	0.4125073983
347	0.4124715737
348	0.412463183
349	0.4124613915
350	0.4124593413
351	0.4123434466
352	0.4123413203
353	0.4123192937
354	0.4123162524
355	0.4123148257
356	0.4121387352
357	0.4120470313
358	0.4119982452
359	0.4118740112
360	0.4118502374
361	0.4118485784
362	0.4116714375
363	0.4116008343
364	0.4115405296
365	0.4115147856
366	0.4114184618
367	0.4113687473
368	0.4111943448
369	0.411175935
370	0.4111401051
371	0.4110993519
372	0.4110850538
373	0.4110763756
374	0.4109544978
375	0.4108867733
376	0.4108561533
377	0.4107964103
378	0.4106550528
379	0.4106355397
380	0.4106054356
381	0.4105505669
382	0.4104695988
383	0.410441609
384	0.410409792
385	0.4103992796
386	0.4103645957
387	0.4103131207
388	0.4102969858
389	0.4102904414
390	0.4102233132
391	0.410154614
392	0.4100949168
393	0.4100742813
394	0.4100579973
395	0.4099386459
396	0.4098884853
397	0.4098882709
398	0.4098870961
399	0.4098682961
400	0.409846
401	0.4098265202
402	0.4097661556
403	0.4097368776
404	0.4096493112
405	0.4096009796
406	0.4095993858
407	0.409543105
408	0.4095038077
409	0.4094162405
410	0.4093843956
411	0.4093790383
412	0.4093738835
413	0.409342355
414	0.4092884249
415	0.409202351
416	0.4091485363
417	0.4091070348
418	0.4091049173
419	0.4090900197
420	0.4089986392
421	0.408919272
422	0.4088800203
423	0.4088385247
424	0.4088128132
425	0.4087861011
426	0.4087451361
427	0.4087088735
428	0.4086841692
429	0.4085771983
430	0.4084319603
431	0.4084047447
432	0.4083979859
433	0.4083547065
434	0.4083334399
435	0.4083190926
436	0.4082886508
437	0.4082815933
438	0.4082673338
439	0.4081850132
440	0.4081802057
441	0.4081632698
442	0.4081607657
443	0.4081349749
444	0.408058614
445	0.4079554382
446	0.4078830391
447	0.4078090277
448	0.4078053393
449	0.407803508
450	0.4077636862
451	0.4076786104
452	0.4076336941
453	0.4075935611
454	0.4075707583
455	0.4075043634
456	0.4074746449
457	0.4074684225
458	0.4074079372
459	0.4073945112
460	0.4073651779
461	0.4072264231
462	0.4071297205
463	0.4071275739
464	0.4070568956
465	0.4070214417
466	0.407011532
467	0.4069687845
468	0.4068567072
469	0.4068003471
470	0.40671532
471	0.406697239
472	0.4066624608
473	0.4066587805
474	0.4066428177
475	0.406588723
476	0.4064770186
477	0.4064230663
478	0.4064208281
479	0.4064064878
480	0.4063839072
481	0.4063674361
482	0.4063661886
483	0.4063387514
484	0.406318072
485	0.4062803269
486	0.4062807705
487	0.4062768775
488	0.406265433
489	0.4062368131
490	0.4062050046
491	0.4061511033
492	0.4060574035
493	0.4059810373
494	0.405969687
495	0.4059198086
496	0.4059045998
497	0.4058895486
498	0.4058807384
499	0.4058056834
500	0.4057901147
501	0.4057715129
502	0.4057640548
503	0.4057423197
504	0.4057029177
505	0.4055781392
506	0.4054165125
507	0.4053644593
508	0.4053314917
509	0.4053050101
510	0.4052918819
511	0.4052823749
512	0.4052803092
513	0.4051718981
514	0.4051642716
515	0.4051089011
516	0.4050741893
517	0.405055651
518	0.4050322467
519	0.4050287603
520	0.4049608511
521	0.4048530915
522	0.4048507054
523	0.4047615943
524	0.4047596918
525	0.4047423752
526	0.4046873363
527	0.4046180199
528	0.4046149679
529	0.4046123963
530	0.4045521956
531	0.4045370404
532	0.4044681659
533	0.4042777989
534	0.404236052
535	0.4042056384
536	0.4042032156
537	0.4042026912
538	0.4042005767
539	0.4041426876
540	0.4040844103
541	0.404081794
542	0.404054346
543	0.4040474755
544	0.4039992055
545	0.4039712799
546	0.4039608125
547	0.403940415
548	0.4039122123
549	0.4038336907
550	0.4038268887
551	0.4038247304
552	0.4038099012
553	0.403719276
554	0.4037180334
555	0.4036854941
556	0.4036360055
557	0.4035850171
558	0.4035843153
559	0.4034507321
560	0.4034117031
561	0.4033927198
562	0.4033790295
563	0.4033483231
564	0.4032000552
565	0.4031903974
566	0.4031043694
567	0.4030679261
568	0.4030536067
569	0.4030158539
570	0.4030036806
571	0.4028910819
572	0.402874314
573	0.4028633003
574	0.4028132291
575	0.4027488793
576	0.4026673513
577	0.4026402145
578	0.4026346714
579	0.4025366142
580	0.4025222155
581	0.402517832
582	0.402446952
583	0.4024184439
584	0.4024119806
585	0.4023692137
586	0.4023691201
587	0.4023454047
588	0.4023328563
589	0.4023324638
590	0.4023201938
591	0.4022066462
592	0.4021710221
593	0.4021708139
594	0.4021114737
595	0.4020728486
596	0.4019934611
597	0.4019926778
598	0.4019772712
599	0.4018884084
600	0.4018445648
601	0.4018193781
602	0.4018147032
603	0.4018060706
604	0.401777336
605	0.4017283206
606	0.4016057634
607	0.4015849355
608	0.4015184689
609	0.4015057774
610	0.4014822618
611	0.4014222974
612	0.4013898173
613	0.4013387363
614	0.4013208391
615	0.4013189283
616	0.4012957782
617	0.4012425329
618	0.4012317277
619	0.401224466
620	0.4012122509
621	0.4011891118
622	0.401142975
623	0.4011379013
624	0.4010827479
625	0.4010618075
626	0.4010005523
627	0.4009225243
628	0.4008706218
629	0.4008135725
630	0.4007706643
631	0.4007133042
632	0.4006731881
633	0.4006694899
634	0.4006006521
635	0.4005280857
636	0.4004913622
637	0.4004917732
638	0.4004806756
639	0.4004783065
640	0.4004329576
641	0.4004008964
642	0.4003686033
643	0.4003311834
644	0.400328518
645	0.4003040642
646	0.4001905494
647	0.400189012
648	0.4001170308
649	0.4001045047
650	0.400104114
651	0.4000658007
652	0.4000602881
653	0.4000065022
654	0.3999744058
655	0.3999023161
656	0.39989782
657	0.3998330761
658	0.3997831968
659	0.3997814729
660	0.3997699596
661	0.3997693436
662	0.3997387553
663	0.3995898647
664	0.3995797093
665	0.3995786796
666	0.3995357063
667	0.3995337229
668	0.3995217144
669	0.3994912524
670	0.399491037
671	0.3994899229
672	0.3994779867
673	0.3994262777
674	0.3994260075
675	0.3994241507
676	0.3994100065
677	0.3993917578
678	0.3993900155
679	0.3993240813
680	0.399283565
681	0.3992489677
682	0.3991190019
683	0.399051395
684	0.3990259256
685	0.3990248396
686	0.3990187287
687	0.3989356891
688	0.3988971565
689	0.398823594
690	0.3987767871
691	0.398720231
692	0.398719114
693	0.398654607
694	0.3986532712
695	0.3986171055
696	0.398435567
697	0.3984271925
698	0.3983615512
699	0.398353587
700	0.3982972515
701	0.3982042509
702	0.3981461312
703	0.398143865
704	0.3980496659
705	0.3980158419
706	0.3980137207
707	0.3980021364
708	0.3978914125
709	0.3977997192
710	0.3977503787
711	0.3977206756
712	0.3977204776
713	0.397694756
714	0.3975417876
715	0.3975123192
716	0.3974973129
717	0.3974652487
718	0.397442983
719	0.3973773656
720	0.3973608476
721	0.3972848761
722	0.397254647
723	0.3972546531
724	0.3971921883
725	0.3971885554
726	0.3971785519
727	0.3971694282
728	0.3971254822
729	0.3971071326
730	0.3970754325
731	0.3970345129
732	0.3970140922
733	0.3969247073
734	0.3969248628
735	0.3969103643
736	0.3968714673
737	0.3967653256
738	0.3966788984
739	0.3966190787
740	0.3965614498
741	0.3965286655
742	0.3965234213
743	0.3964485687
744	0.3964231338
745	0.3963788417
746	0.3963310512
747	0.3962498914
748	0.3962187488
749	0.396205243
750	0.3961591887
751	0.3960551561
752	0.3960043477
753	0.395994157
754	0.395989968
755	0.39597772
756	0.3958846848
757	0.3958191901
758	0.3957410329
759	0.3957246876
760	0.3956825117
761	0.3956416721
762	0.3956407872
763	0.3956409429
764	0.3956203524
765	0.3955385389
766	0.3955177098
767	0.3955031341
768	0.3954961383
769	0.3954958815
770	0.3954751063
771	0.3954668826
772	0.3954132528
773	0.3953924854
774	0.3953907623
775	0.3953440445
776	0.3952951086
777	0.3952493257
778	0.395177815
779	0.3951282054
780	0.3950867019
781	0.3949934923
782	0.3949017372
783	0.3948241112
784	0.3947320148
785	0.3947059226
786	0.3946993876
787	0.3946860655
788	0.3945933325
789	0.3945498025
790	0.3945054051
791	0.3944663598
792	0.3944622705
793	0.3944024176
794	0.3943799112
795	0.394348762
796	0.3943361597
797	0.3943294714
798	0.394291308
799	0.3942337194
800	0.3941914573
801	0.3941633598
802	0.3941586991
803	0.3941189794
804	0.3940738691
805	0.394071936
806	0.3939897964
807	0.3939423469
808	0.3939376649
809	0.3938891154
810	0.3938705312
811	0.3938688702
812	0.3938668056
813	0.3938537636
814	0.3938475291
815	0.3938429912
816	0.3938142871
817	0.3938005117
818	0.3937508633
819	0.3937500879
820	0.3937264127
821	0.3936960872
822	0.3936847973
823	0.3936478738
824	0.393623553
825	0.3936228048
826	0.3935327755
827	0.3935053979
828	0.3934362434
829	0.3934265494
830	0.3934032967
831	0.3933504858
832	0.3932981044
833	0.3932924004
834	0.3932679798
835	0.3932154405
836	0.3931351932
837	0.3931319964
838	0.3930931971
839	0.3930931233
840	0.3930279651
841	0.3930280368
842	0.3929717847
843	0.3929681876
844	0.3929622461
845	0.3929578105
846	0.3929373545
847	0.3928516772
848	0.3927826304
849	0.3927651082
850	0.3927146888
851	0.3926603015
852	0.3925854961
853	0.3925480639
854	0.3925129413
855	0.3924971169
856	0.3924936333
857	0.3924614804
858	0.3924573506
859	0.3924199326
860	0.3923881455
861	0.3923761633
862	0.392293197
863	0.392291703
864	0.3922477483
865	0.392220555
866	0.3921504955
867	0.3921164085
868	0.3920519252
869	0.3920369624
870	0.3920232435
871	0.3920169358
872	0.3920135921
873	0.3919819016
874	0.3919802466
875	0.3919717392
876	0.3919637045
877	0.3919595049
878	0.3919138033
879	0.3918460128
880	0.391839785
881	0.3918223103
882	0.3918160589
883	0.3917968242
884	0.3917921605
885	0.3917864855
886	0.3917581528
887	0.3917427103
888	0.3917381249
889	0.3916838246
890	0.391650301
891	0.3916279812
892	0.3916004318
893	0.3915699216
894	0.3915683019
895	0.3915263103
896	0.391507585
897	0.3915066267
898	0.3914648219
899	0.3914069963
900	0.3913999407
901	0.3913889097
902	0.3913218375
903	0.3912697736
904	0.3912658804
905	0.391213458
906	0.3911859684
907	0.3911811936
908	0.3911767432
909	0.3911095035
910	0.3910681683
911	0.3910668207
912	0.391022305
913	0.391019322
914	0.3909762783
915	0.3909014906
916	0.3908827741
917	0.3908151362
918	0.3907755332
919	0.3907662253
920	0.390729694
921	0.3906937615
922	0.3906418651
923	0.3906414565
924	0.3905957446
925	0.39055135
926	0.3905399928
927	0.390501875
928	0.3904595878
929	0.3904055347
930	0.3903757855
931	0.3903713694
932	0.390351307
933	0.3903309209
934	0.3903222494
935	0.3902397754
936	0.3901678777
937	0.390101391
938	0.390096676
939	0.3900904483
940	0.3900178052
941	0.3899976732
942	0.3899973049
943	0.3899594309
944	0.3899274243
945	0.3899028035
946	0.3898974777
947	0.3898297881
948	0.3898004105
949	0.3897505172
950	0.389698013
951	0.3896971951
952	0.3896929614
953	0.389665834
954	0.3896569416
955	0.3896092669
956	0.3896035693
957	0.3895990915
958	0.389580075
959	0.389576904
960	0.3895194254
961	0.3894488106
962	0.3894416989
963	0.3893661512
964	0.3893633647
965	0.3893597938
966	0.3893592365
967	0.3893472451
968	0.3892843614
969	0.3892463344
970	0.389185301
971	0.3891855489
972	0.3891826464
973	0.3891484926
974	0.3890651432
975	0.3890497737
976	0.3890483252
977	0.3890476514
978	0.389016008
979	0.3890124149
980	0.3890094735
981	0.3889673221
982	0.3889476515
983	0.3889387951
984	0.3889209618
985	0.3889078905
986	0.3889018697
987	0.3888840956
988	0.3888830842
989	0.3888822039
990	0.3888746352
991	0.3888618771
992	0.38878439
993	0.3887717353
994	0.3887217021
995	0.3887109679
996	0.3886869141
997	0.3886273252
998	0.3885818149
999	0.3885818811
1000	0.3885367056
1001	0.3885346368
1002	0.3885003717
1003	0.3884357338
1004	0.3884336683
1005	0.388357986
1006	0.3883057593
1007	0.3882618929
1008	0.3882601265
1009	0.3882551932
1010	0.3881899316
1011	0.3881224883
1012	0.3881009458
1013	0.3881006726
1014	0.3880966964
1015	0.3880109875
1016	0.3880059469
1017	0.3879981777
1018	0.3879703605
1019	0.3879108612
1020	0.3878824941
1021	0.3878195924
1022	0.3877841611
1023	0.3877787492
1024	0.3877451308
1025	0.3877409408
1026	0.3877329525
1027	0.3876912548
1028	0.3876234368
1029	0.3875944978
1030	0.3875529537
1031	0.3875152208
1032	0.3874952609
1033	0.3874647857
1034	0.3874555214
1035	0.387409254
1036	0.3874016671
1037	0.3873611096
1038	0.3872936083
1039	0.3872619175
1040	0.3872474073
1041	0.3872273109
1042	0.3871758942
1043	0.3871659965
1044	0.3871649311
1045	0.3871626559
1046	0.3871224357
1047	0.3871192796
1048	0.3870823111
1049	0.387053106
1050	0.387049304
1051	0.3870492991
1052	0.387031534
1053	0.3870310599
1054	0.3870301258
1055	0.3869924856
1056	0.3869664503
1057	0.3869655682
1058	0.3869241069
1059	0.3869004749
1060	0.3869008493
1061	0.3868617653
1062	0.3868614474
1063	0.3868427196
1064	0.3867820649
1065	0.38675765
1066	0.3867406827
1067	0.3867335934
1068	0.3867330993
1069	0.3867034913
1070	0.3866347002
1071	0.3865729313
1072	0.3865241475
1073	0.3865234899
1074	0.3864981806
1075	0.3864413362
1076	0.3864130327
1077	0.3864117311
1078	0.3864079803
1079	0.38639887
1080	0.3863576241
1081	0.386354883
1082	0.3863519114
1083	0.3863347847
1084	0.3863109475
1085	0.3863080553
1086	0.3863019912
1087	0.3862548374
1088	0.3862213248
1089	0.3862215411
1090	0.3861785027
1091	0.3861335006
1092	0.3861305022
1093	0.3861298369
1094	0.386077035
1095	0.3860771638
1096	0.3860603479
1097	0.3860269876
1098	0.38597776
1099	0.3859521576
1100	0.3859459295
1101	0.3859168044
1102	0.3858867724
1103	0.3858773288
1104	0.385875144
1105	0.3858540189
1106	0.385844585
1107	0.3858383661
1108	0.3858219659
1109	0.385770949
1110	0.3857555101
1111	0.3857114894
1112	0.3857107003
1113	0.3856803672
1114	0.3856771014
1115	0.3856615623
1116	0.3856523832
1117	0.3856432324
1118	0.3855919093
1119	0.3855601971
1120	0.3855454206
1121	0.3854966096
1122	0.3854862547
1123	0.3854206648
1124	0.3854190229
1125	0.3854007142
1126	0.3853505277
1127	0.3853011562
1128	0.3852274976
1129	0.3852131017
1130	0.3852064335
1131	0.385202052
1132	0.3851988097
1133	0.3851671495
1134	0.3851194562
1135	0.385091472
1136	0.3850429161
1137	0.3850334968
1138	0.3850178627
1139	0.3849937281
1140	0.3849833901
1141	0.3849718365
1142	0.3849707459
1143	0.38495693
1144	0.3849542387
1145	0.3849493462
1146	0.3849465699
1147	0.3849205758
1148	0.3849115644
1149	0.384910615
1150	0.3848948908
1151	0.3848686786
1152	0.384866416
1153	0.3847734789
1154	0.3847648562
1155	0.3847322957
1156	0.3846851009
1157	0.3846847929
1158	0.3846301507
1159	0.3846059215
1160	0.3846060184
1161	0.3846031838
1162	0.3845951902
1163	0.3845942979
1164	0.3845901415
1165	0.3845426384
1166	0.3845143721
1167	0.3844580239
1168	0.3844545098
1169	0.3844479291
1170	0.3844318345
1171	0.3843888845
1172	0.3843877012
1173	0.3843546772
1174	0.3843238962
1175	0.3842440009
1176	0.3842155005
1177	0.3842153175
1178	0.3842070238
1179	0.3841808908
1180	0.3841799892
1181	0.3841584013
1182	0.3841450889
1183	0.384113508
1184	0.3840646916
1185	0.3840313114
1186	0.3840268134
1187	0.3839800719
1188	0.3839560265
1189	0.3839548781
1190	0.3839512084
1191	0.3839414787
1192	0.3838961097
1193	0.3838432291
1194	0.3838141337
1195	0.3837832606
1196	0.3837434277
1197	0.3837350081
1198	0.3836866954
1199	0.3836715471
1200	0.3836460834
1201	0.3836336844
1202	0.3836071997
1203	0.3835848211
1204	0.3835832322
1205	0.3835834196
1206	0.3835816012
1207	0.3835544975
1208	0.3835384526
1209	0.383534596
1210	0.3834982047
1211	0.3834952847
1212	0.3834844902
1213	0.3834475002
1214	0.3834339851
1215	0.3834086897
1216	0.3833926411
1217	0.3833697301
1218	0.3833613653
1219	0.3833531507
1220	0.3833238213
1221	0.3833235093
1222	0.3832970542
1223	0.3832915474
1224	0.3832840657
1225	0.3832801867
1226	0.3832139596
1227	0.3832136807
1228	0.383210429
1229	0.3831680508
1230	0.3831517368
1231	0.3831271216
1232	0.3831267693
1233	0.3831052473
1234	0.3830578703
1235	0.3830439308
1236	0.3829870509
1237	0.3829427005
1238	0.3829290435
1239	0.3829162196
1240	0.3828680345
1241	0.3828294963
1242	0.3828246229
1243	0.3828183157
1244	0.382808274
1245	0.3828054863
1246	0.3827948537
1247	0.3827916721
1248	0.382774577
1249	0.382739404
1250	0.3827164527
1251	0.3827158278
1252	0.3826994353
1253	0.3826972843
1254	0.3826970353
1255	0.3825817046
1256	0.3825787104
1257	0.3825764809
1258	0.3825489297
1259	0.382522019
1260	0.3824600204
1261	0.3824193224
1262	0.3823739271
1263	0.3823141908
1264	0.3822609365
1265	0.3822083711
1266	0.382180428
1267	0.3821196289
1268	0.3820523934
1269	0.382052181
1270	0.3820404923
1271	0.3819383308
1272	0.381901121
1273	0.38187576
1274	0.3818755557
1275	0.3818714831
1276	0.3817858902
1277	0.3817223159
1278	0.3816802601
1279	0.3816488446
1280	0.3816322559
1281	0.381598164
1282	0.3815922253
1283	0.3815893207
1284	0.3815504505
1285	0.3814920739
1286	0.3814662099
1287	0.3814401356
1288	0.3814184735
1289	0.3813910964
1290	0.3813897858
1291	0.3813530956
1292	0.3813491531
1293	0.3813479968
1294	0.3813439192
1295	0.381316481
1296	0.3813130435
1297	0.3812902874
1298	0.3812823457
1299	0.3812827267
1300	0.3812584949
1301	0.381227651
1302	0.3811996245
1303	0.3811835426
1304	0.3811771353
1305	0.3811698362
1306	0.3811676905
1307	0.3811422461
1308	0.3811128273
1309	0.381106715
1310	0.3810713498
1311	0.3810710315
1312	0.3810636672
1313	0.3810154996
1314	0.3809881502
1315	0.3809870565
1316	0.3809794083
1317	0.3809437745
1318	0.3809177067
1319	0.3808979047
1320	0.3808969793
1321	0.3808969736
1322	0.3808779753
1323	0.3808542407
1324	0.3808351043
1325	0.3808173357
1326	0.3807941796
1327	0.3807814564
1328	0.3807750575
1329	0.380741496
1330	0.3807385504
1331	0.3807115535
1332	0.3806396298
1333	0.3806090618
1334	0.3805944276
1335	0.3805846085
1336	0.3805830115
1337	0.3805753868
1338	0.380562523
1339	0.3805498671
1340	0.3805416677
1341	0.3805253464
1342	0.3805027843
1343	0.3804954703
1344	0.3804797238
1345	0.3804747786
1346	0.380468374
1347	0.3804650979
1348	0.3804610234
1349	0.3804486764
1350	0.3804457406
1351	0.3803959454
1352	0.3803715217
1353	0.3803583626
1354	0.3803432038
1355	0.3803234892
1356	0.3803173014
1357	0.3802655044
1358	0.3802591076
1359	0.3802182843
1360	0.3801321702
1361	0.3800847799
1362	0.3800848764
1363	0.3800829468
1364	0.3800783463
1365	0.3800537425
1366	0.3800193091
1367	0.3799842512
1368	0.3799772133
1369	0.3799358195
1370	0.3799016424
1371	0.3799016408
1372	0.3798896347
1373	0.3798663241
1374	0.3798564562
1375	0.3798522667
1376	0.3798513629
1377	0.3798445085
1378	0.3798370928
1379	0.3798041676
1380	0.3797159394
1381	0.3796144172
1382	0.3796091017
1383	0.3796055067
1384	0.3795695856
1385	0.3795681432
1386	0.3795312767
1387	0.3795249651
1388	0.3795159656
1389	0.3795133366
1390	0.3794911028
1391	0.3794344068
1392	0.3794121756
1393	0.3793902121
1394	0.3793623012
1395	0.3793621154
1396	0.3793604242
1397	0.3793285633
1398	0.3793210341
1399	0.3793077922
1400	0.3792829878
1401	0.379262709
1402	0.3792576252
1403	0.3792245158
1404	0.3792154123
1405	0.3792103107
1406	0.3792055535
1407	0.3791740865
1408	0.3791474157
1409	0.3791398875
1410	0.3791337647
1411	0.3791306912
1412	0.379095402
1413	0.3790606564
1414	0.3790591981
1415	0.3790552116
1416	0.3789752829
1417	0.3789497722
1418	0.3789476614
1419	0.3789445672
1420	0.378942566
1421	0.3789177115
1422	0.378910503
1423	0.3789104438
1424	0.3788649155
1425	0.3788365827
1426	0.3788148434
1427	0.3787627736
1428	0.378733346
1429	0.3786802933
1430	0.3786773528
1431	0.3786713789
1432	0.3786706223
1433	0.378662705
1434	0.378632066
1435	0.3786265421
1436	0.3786258724
1437	0.3785486652
1438	0.3785360948
1439	0.378519114
1440	0.3785058367
1441	0.378498437
1442	0.3784511773
1443	0.3783758178
1444	0.3783752982
1445	0.3783744818
1446	0.3783512202
1447	0.3783487602
1448	0.3782959593
1449	0.3782837497
1450	0.3782754787
1451	0.3782705906
1452	0.3782347236
1453	0.3782100989
1454	0.378189577
1455	0.3781863479
1456	0.3781809348
1457	0.3781542542
1458	0.3781478745
1459	0.3781470844
1460	0.3781463354
1461	0.3780981434
1462	0.3780875541
1463	0.3780814777
1464	0.3780570005
1465	0.3780489711
1466	0.3780125986
1467	0.377982765
1468	0.3779437029
1469	0.3778829305
1470	0.3778791049
1471	0.3778609903
1472	0.3778584936
1473	0.377857913
1474	0.3778465997
1475	0.3778193722
1476	0.3777800568
1477	0.3777274549
1478	0.3777037316
1479	0.3777032016
1480	0.3777026958
1481	0.3777023276
1482	0.3776721087
1483	0.3776574808
1484	0.3776106576
1485	0.3776103185
1486	0.3775983354
1487	0.3775785577
1488	0.3775701388
1489	0.3775499812
1490	0.3775162389
1491	0.3774935732
1492	0.3774570417
1493	0.3774034529
1494	0.3773983911
1495	0.3773289936
1496	0.3772672216
1497	0.3772303383
1498	0.3772090004
1499	0.3771915051
1500	0.3771916532
1501	0.3771426213
1502	0.3770981926
1503	0.3770855828
1504	0.377060711
1505	0.3770394985
1506	0.3770397427
1507	0.3770181639
1508	0.3769987906
1509	0.3769986712
1510	0.3769932443
1511	0.376993274
1512	0.3769554316
1513	0.376951675
1514	0.3769452217
1515	0.3769053106
