iter	Logloss
1516	0.3769055364
1517	0.3769042913
1518	0.3769000028
1519	0.376877647
1520	0.3768688021
1521	0.3768403704
1522	0.3768092908
1523	0.3768037645
1524	0.3767876162
1525	0.3767527728
1526	0.3767003151
1527	0.3766093965
1528	0.3765993562
1529	0.3765799807
1530	0.3764891311
1531	0.3764558714
1532	0.376430919
1533	0.3764301993
1534	0.3764241223
1535	0.3764098013
1536	0.3764079053
1537	0.3764067804
1538	0.3763859826
1539	0.37636973
1540	0.3763696025
1541	0.376361845
1542	0.3763024404
1543	0.3762936937
1544	0.3762883162
1545	0.3762724818
1546	0.3762705183
1547	0.3762703953
1548	0.3762528494
1549	0.3762469856
1550	0.3762469927
1551	0.3762394976
1552	0.3762369894
1553	0.3762340617
1554	0.3762303455
1555	0.376229941
1556	0.3762117899
1557	0.3762067679
1558	0.376203954
1559	0.3761846464
1560	0.3761785174
1561	0.3761760558
1562	0.3761722903
1563	0.376139753
1564	0.3761185475
1565	0.3760947613
1566	0.3760793007
1567	0.37607835
1568	0.3760747174
1569	0.3760694953
1570	0.3760298942
1571	0.376009711
1572	0.3760046793
1573	0.3759970906
1574	0.3759961401
1575	0.3759858837
1576	0.375973767
1577	0.3759677373
1578	0.3759647362
1579	0.3759604004
1580	0.3759568538
1581	0.3759536636
1582	0.3759528555
1583	0.3759509741
1584	0.3759288107
1585	0.3758372639
1586	0.3758372327
1587	0.3758336255
1588	0.3758306845
1589	0.3757965101
1590	0.3757932395
1591	0.3757874678
1592	0.3757755369
1593	0.3757624369
1594	0.3757510079
1595	0.3756906858
1596	0.3756654653
1597	0.375664301
1598	0.3756624607
1599	0.3756593225
1600	0.3756410412
1601	0.3756367481
1602	0.3756219565
1603	0.3756200687
1604	0.3756088914
1605	0.3756062582
1606	0.3755980575
1607	0.3755592456
1608	0.3755547679
1609	0.3755346263
1610	0.3755246813
1611	0.3755194578
1612	0.3755127636
1613	0.3755121833
1614	0.3755121468
1615	0.3754973398
1616	0.3754760084
1617	0.3754729518
1618	0.3754487348
1619	0.3754419796
1620	0.3754418412
1621	0.375421897
1622	0.3754188068
1623	0.3754094828
1624	0.3754061247
1625	0.3754036257
1626	0.3753935048
1627	0.3753912414
1628	0.3753862447
1629	0.3753703886
1630	0.3753625074
1631	0.3753348651
1632	0.3753275617
1633	0.3753187741
1634	0.375285045
1635	0.3752543676
1636	0.3752399359
1637	0.3752194839
1638	0.3751985653
1639	0.3751984322
1640	0.3751707533
1641	0.3751680769
1642	0.3751674484
1643	0.3751152417
1644	0.3750741204
1645	0.3750614267
1646	0.3750439932
1647	0.3750435628
1648	0.3750418252
1649	0.3750115489
1650	0.3750117562
1651	0.3750117313
1652	0.3750110752
1653	0.3750108137
1654	0.3750083593
1655	0.374966242
1656	0.3749659351
1657	0.3749657668
1658	0.3749640932
1659	0.3749612918
1660	0.3749418992
1661	0.3749344726
1662	0.3748782708
1663	0.3748632565
1664	0.3748188374
1665	0.374809529
1666	0.3747859246
1667	0.3747797749
1668	0.3747605629
1669	0.3747467619
1670	0.3747064632
1671	0.3746910543
1672	0.3746842829
1673	0.3746642136
1674	0.3746609756
1675	0.3746574617
1676	0.3746226521
1677	0.37461739
1678	0.3746059109
1679	0.3746049039
1680	0.3745928971
1681	0.3745604037
1682	0.374524309
1683	0.3744535351
1684	0.3744504963
1685	0.3743740859
1686	0.3743606644
1687	0.3743238768
1688	0.3743113302
1689	0.3742933041
1690	0.3742911966
1691	0.374290655
1692	0.3742657394
1693	0.3742432089
1694	0.3742259887
1695	0.3742246128
1696	0.3742208672
1697	0.3741825569
1698	0.3741586168
1699	0.3741433288
1700	0.3740876901
1701	0.3740556682
1702	0.3740500159
1703	0.374040962
1704	0.3740235398
1705	0.3740001812
1706	0.3740000011
1707	0.3739758617
1708	0.3739645238
1709	0.3739240305
1710	0.3739234662
1711	0.3739208283
1712	0.3739159629
1713	0.3739098903
1714	0.373907139
1715	0.3738827994
1716	0.3738766395
1717	0.3738471222
1718	0.3738367579
1719	0.3738199883
1720	0.3737532566
1721	0.3737230968
1722	0.3737184204
1723	0.373702255
1724	0.3736823885
1725	0.3735997234
1726	0.3735754513
1727	0.3735675484
1728	0.3735587159
1729	0.3735556351
1730	0.3735440081
1731	0.3735198255
1732	0.3734820348
1733	0.3734537013
1734	0.373447472
1735	0.3734446653
1736	0.3734083797
1737	0.3733980402
1738	0.3733898431
1739	0.3733811202
1740	0.3733537895
1741	0.3733111515
1742	0.3733063038
1743	0.3732958122
1744	0.3732933189
1745	0.3732812364
1746	0.373273535
1747	0.3732528089
1748	0.3732487645
1749	0.3732024427
1750	0.3731670636
1751	0.3730959538
1752	0.3730767798
1753	0.3730413927
1754	0.3730193628
1755	0.3730189792
1756	0.373003849
1757	0.3729775347
1758	0.3729772257
1759	0.3729744093
1760	0.3728892025
1761	0.3728666714
1762	0.3728474959
1763	0.3728417144
1764	0.3728328542
1765	0.3728299812
1766	0.3728262308
1767	0.3728238707
1768	0.3728191153
1769	0.3728001279
1770	0.3727960508
1771	0.3727696333
1772	0.3727696976
1773	0.3726916948
1774	0.3726863328
1775	0.3726626838
1776	0.3726614058
1777	0.3726275941
1778	0.3726225712
1779	0.3726000288
1780	0.3725514962
1781	0.3725489078
1782	0.3725346056
1783	0.3725318773
1784	0.372531878
1785	0.3725319426
1786	0.3725183691
1787	0.3725102021
1788	0.3724870712
1789	0.3724585889
1790	0.372441258
1791	0.3724392373
1792	0.3724388329
1793	0.372438993
1794	0.3723904486
1795	0.3723686313
1796	0.3723038269
1797	0.3723017044
1798	0.3723016496
1799	0.3722276323
